farm_id,region,date,location_lat,location_lon,crop_name,previous_crop,sowing_date,harvest_date,yield_ton_per_acre,area_acre,season,month,rainfall_mm,temp_max_c,temp_min_c,humidity_pct,wind_speed_mps,forecast_rainfall_mm_7d,forecast_temp_max_c_7d,forecast_temp_min_c_7d,rolling_rain_7d,rolling_rain_30d,heat_stress_days_30d,growing_degree_days,rainfall_anomaly,spi_index,nitrogen,phosphorus,potassium,soil_ph,organic_carbon,npk_ratio,soil_fertility_score,monocrop_count,drought_risk_label,flood_risk_label
1484,Rajasthan,2022-02-28,26.9514,75.8742,soybean,maize,2022-02-28,2022-07-26,3.25,4.27,rabi,2,16.71,33.9,22.44,35.05,4.24,16.3,33.85,23.61,17.0,48.21,8,1620.1,0.84,0.65,225.08,145.49,187.96,7.29,0.821,1.862,1.0,1,0,0
1485,Madhya Pradesh,2022-07-27,23.1523,78.6447,soybean,rice,2022-07-27,2022-11-14,3.23,2.14,kharif,7,62.44,36.76,30.41,40.04,4.83,74.37,35.88,30.09,43.45,98.27,3,1579.32,1.27,-0.68,280.45,125.8,94.96,5.88,0.857,1.671,1.0,2,0,0
1486,Tamil Nadu,2022-06-16,10.8845,78.6874,cotton,maize,2022-06-16,2022-10-01,3.45,1.86,rabi,6,144.07,29.93,22.96,98.94,4.56,163.08,28.9,24.55,108.63,409.81,0,1097.95,-0.49,0.09,139.93,61.43,86.27,6.76,0.527,0.959,1.0,0,0,0
1487,Uttar Pradesh,2022-12-11,26.3152,80.6459,maize,maize,2022-12-11,2023-04-28,4.3,5.45,kharif,12,120.84,36.93,33.01,90.26,4.13,107.9,39.41,33.93,141.85,223.9,3,1430.89,0.61,-1.41,128.76,188.28,99.39,6.8,1.115,1.388,1.0,1,1,0
1488,Karnataka,2022-02-27,15.6376,75.3078,soybean,rice,2022-02-27,2022-08-18,2.77,6.71,rabi,2,85.8,31.25,20.59,71.52,3.06,99.47,30.99,19.91,51.01,290.86,5,1458.18,0.43,-0.73,146.63,85.29,203.36,7.7,1.194,1.451,1.0,5,0,0
1489,Haryana,2022-09-16,28.6363,74.9356,wheat,wheat,2022-09-16,2023-01-19,4.02,4.82,rabi,9,0.0,29.54,18.04,63.71,4.01,0.0,30.65,19.23,0.0,0.0,0,1345.08,-0.53,-0.93,198.63,73.93,122.02,5.59,1.245,1.315,1.0,2,0,0
1490,Rajasthan,2022-08-01,26.8224,75.7252,sorghum,sorghum,2022-08-01,2023-01-14,2.47,4.77,rabi,8,49.87,35.21,27.54,31.35,1.54,55.26,35.17,27.97,32.34,191.71,4,1107.97,0.2,-0.85,275.34,90.8,179.43,6.97,0.883,1.819,1.0,3,0,0
1491,Assam,2021-08-16,25.7924,91.7242,maize,cotton,2021-08-16,2022-01-25,4.33,1.42,kharif,8,43.64,22.85,11.65,99.0,0.67,46.11,23.3,12.09,37.09,114.96,0,1484.92,0.48,0.68,204.87,67.93,91.1,6.33,0.888,1.213,1.0,1,0,0
1492,Karnataka,2022-08-08,15.0717,75.9079,rice,mustard,2022-08-08,2023-01-21,3.46,6.96,kharif,8,135.96,35.79,28.22,73.41,4.95,97.12,36.15,27.16,143.71,441.48,4,1357.22,0.85,0.37,183.46,98.71,189.89,6.85,0.7,1.574,1.0,1,0,0
1493,Gujarat,2021-05-18,22.2567,71.3738,wheat,cotton,2021-05-18,2021-09-07,3.56,2.85,zaid,5,58.85,30.17,22.18,59.09,4.89,75.1,30.23,21.55,29.12,209.57,3,1542.28,-0.99,-0.42,293.7,72.36,237.31,7.99,0.35,2.011,1.0,5,0,0
1494,Karnataka,2021-05-18,14.8698,76.2124,cotton,maize,2021-05-18,2021-11-09,4.44,6.51,rabi,5,5.17,29.05,22.47,66.03,0.97,3.28,28.54,23.23,4.47,10.88,4,851.58,-0.31,-1.65,315.04,157.82,141.39,6.78,1.347,2.047,1.0,4,1,0
1495,Gujarat,2022-08-03,21.6976,70.6976,wheat,soybean,2022-08-03,2023-01-14,3.45,1.68,kharif,8,131.62,33.81,27.36,43.14,1.97,113.48,32.83,28.52,142.87,480.42,1,1097.87,-0.03,0.96,336.58,123.39,123.28,7.38,1.002,1.944,1.0,3,0,0
1496,West Bengal,2021-12-10,22.9511,88.552,soybean,sorghum,2021-12-10,2022-06-05,2.25,4.15,kharif,12,9.3,25.87,15.46,99.0,1.51,8.33,24.88,16.18,7.46,33.82,0,1023.73,1.04,-0.05,264.89,191.31,231.93,6.58,0.712,2.294,1.0,1,0,0
1497,Maharashtra,2021-02-15,18.8316,74.8916,wheat,maize,2021-02-15,2021-06-07,4.05,6.72,kharif,2,136.21,20.79,12.4,61.97,1.29,133.85,20.84,13.24,78.63,535.74,0,539.96,0.03,-1.72,123.93,65.4,87.4,6.96,1.279,0.922,1.0,0,1,0
1498,Gujarat,2022-08-11,22.7664,71.0364,maize,wheat,2022-08-11,2023-01-14,5.35,2.79,kharif,8,98.05,36.76,26.18,38.05,1.5,73.33,37.6,27.41,113.22,227.44,8,1316.5,-0.12,1.48,128.36,157.24,197.22,7.3,0.371,1.609,1.0,0,0,0
1499,Punjab,2021-10-29,29.9478,75.3967,soybean,cotton,2021-10-29,2022-04-01,3.22,3.73,kharif,10,105.67,38.16,30.42,66.39,0.85,89.74,37.91,29.64,102.67,286.78,7,1173.08,-0.48,0.96,236.53,188.97,194.62,6.9,1.368,2.067,1.0,3,0,0
1500,Rajasthan,2022-06-21,27.3799,75.5036,maize,sorghum,2022-06-21,2022-12-12,4.53,4.87,zaid,6,56.09,32.15,22.29,30.0,2.23,62.98,30.19,21.74,46.77,128.91,2,850.65,0.37,0.7,117.84,167.4,207.29,5.81,1.005,1.642,1.0,4,0,0
1501,Rajasthan,2021-05-06,26.2621,75.994,wheat,maize,2021-05-06,2021-10-10,4.6,1.19,rabi,5,38.94,31.39,26.07,34.31,3.97,49.61,31.4,25.67,45.85,90.74,1,1324.28,0.26,-0.39,263.07,141.6,195.9,6.14,0.805,2.002,1.0,3,0,0
1502,Karnataka,2021-08-09,14.7871,75.8859,wheat,cotton,2021-08-09,2021-12-09,3.86,0.68,kharif,8,88.29,29.66,20.65,89.02,3.08,82.42,29.47,20.19,44.73,224.74,0,964.01,0.53,-0.55,340.66,197.3,145.72,7.35,0.419,2.279,1.0,1,0,0
1503,Odisha,2021-11-04,21.2538,85.229,maize,wheat,2021-11-04,2022-04-03,4.64,1.0,zaid,11,42.4,29.2,19.06,70.28,1.32,35.74,29.24,19.18,50.54,103.55,1,935.72,-1.21,-0.13,341.24,78.05,221.28,6.78,1.351,2.135,1.0,0,0,0
1504,Haryana,2022-02-19,29.255,75.9103,wheat,wheat,2022-02-19,2022-07-09,3.44,3.97,kharif,2,45.01,34.91,26.19,46.26,3.69,27.44,34.31,26.88,36.84,120.33,3,1246.13,-0.72,0.63,342.52,85.33,164.64,6.22,0.942,1.975,1.0,4,0,0
1505,West Bengal,2021-01-24,23.3547,88.1448,sorghum,wheat,2021-01-24,2021-05-11,2.95,6.5,rabi,1,164.82,28.33,19.5,90.69,2.39,113.99,27.78,19.41,160.74,432.76,0,1017.41,0.52,0.27,255.39,192.24,218.54,6.45,1.361,2.221,1.0,0,0,0
1506,Bihar,2022-03-23,25.7616,85.1379,wheat,sorghum,2022-03-23,2022-06-30,3.12,1.62,kharif,3,59.88,32.71,22.83,71.5,2.39,76.95,33.07,23.36,33.67,120.0,1,1088.72,0.25,0.72,210.93,85.47,215.51,6.92,0.749,1.706,1.0,3,0,0
1507,Gujarat,2022-03-05,21.6326,71.9143,wheat,maize,2022-03-05,2022-07-12,3.54,6.24,zaid,3,60.16,32.3,26.4,30.0,4.13,48.56,34.25,26.18,31.92,162.68,2,1451.19,0.94,1.55,342.62,183.27,192.1,5.77,1.236,2.393,1.0,2,0,0
1508,Maharashtra,2022-05-12,17.9545,75.3943,sorghum,mustard,2022-05-12,2022-08-14,3.01,2.09,rabi,5,126.89,26.15,19.54,91.97,2.51,160.02,25.89,19.59,115.84,345.98,0,1068.45,-0.16,0.08,161.64,99.73,97.01,6.76,1.024,1.195,1.0,3,0,0
1509,Haryana,2022-06-01,29.2366,76.4496,maize,maize,2022-06-01,2022-10-06,5.1,0.72,zaid,6,11.14,29.02,19.69,60.48,2.25,8.82,27.66,19.49,7.18,42.7,0,1162.37,-0.16,0.29,310.31,140.35,124.12,6.95,0.499,1.916,1.0,1,0,0
1510,Odisha,2022-05-08,20.1138,85.7435,wheat,soybean,2022-05-08,2022-08-22,4.57,6.6,zaid,5,0.0,26.88,16.81,90.89,2.2,0.0,26.5,16.25,0.0,0.0,1,1036.76,0.87,1.83,218.65,134.34,108.38,7.96,0.647,1.538,1.0,4,0,0
1511,Bihar,2021-02-10,25.2035,85.285,soybean,wheat,2021-02-10,2021-07-22,3.22,5.42,zaid,2,79.33,25.58,15.46,60.94,4.01,91.62,25.37,16.09,34.95,179.89,1,1413.14,-0.15,0.9,326.04,74.35,233.24,6.37,1.248,2.112,1.0,0,0,0
1512,Kerala,2022-10-24,10.7277,76.4023,maize,mustard,2022-10-24,2023-01-26,4.41,2.59,kharif,10,42.38,25.23,15.58,90.17,3.03,51.0,24.79,15.1,29.39,117.28,0,1530.31,0.61,0.04,293.6,66.88,209.2,7.06,1.353,1.899,1.0,3,0,0
1513,Haryana,2022-03-18,29.8851,75.8591,maize,maize,2022-03-18,2022-07-15,4.77,2.85,kharif,3,98.18,28.41,18.06,64.65,2.7,107.64,28.69,16.16,84.7,220.06,0,793.13,-0.29,0.74,243.59,137.96,82.78,7.49,0.682,1.548,1.0,3,0,0
1514,Gujarat,2021-06-21,23.1563,71.7452,wheat,maize,2021-06-21,2021-10-03,3.85,5.67,kharif,6,19.51,35.6,26.23,41.57,1.4,14.66,37.0,28.02,20.4,54.53,7,1304.88,0.95,-0.19,173.65,164.26,91.08,6.74,0.892,1.43,1.0,0,0,0
1515,Madhya Pradesh,2022-12-31,23.5056,78.1923,wheat,rice,2022-12-31,2023-05-23,3.61,1.84,kharif,12,100.31,29.65,22.99,30.0,3.82,117.75,30.33,24.15,94.72,325.48,2,1272.86,-0.73,-1.09,246.19,172.31,150.52,5.89,0.435,1.897,1.0,5,0,0
1516,Gujarat,2022-04-21,21.4888,71.5594,soybean,wheat,2022-04-21,2022-08-26,1.89,0.96,kharif,4,54.27,26.68,17.59,32.52,1.24,46.98,27.84,18.4,37.77,189.26,0,1204.3,-0.55,-1.36,168.37,172.98,206.86,6.82,0.814,1.827,1.0,0,1,0
1517,West Bengal,2022-08-15,23.1803,88.3254,rice,maize,2022-08-15,2022-11-22,4.9,5.72,rabi,8,91.95,33.94,26.59,81.85,1.73,91.58,33.45,25.04,55.74,189.45,8,1233.83,-0.51,0.01,127.36,80.63,81.45,6.17,1.017,0.965,1.0,4,0,0
1518,Odisha,2022-03-02,20.45,85.446,rice,cotton,2022-03-02,2022-07-19,4.3,4.39,rabi,3,108.57,26.8,20.41,99.0,4.98,137.34,25.8,20.61,90.53,370.87,1,1233.05,0.54,-0.09,346.9,123.97,221.01,7.95,0.456,2.306,1.0,4,0,0
1519,Haryana,2021-05-27,28.9739,76.1931,cotton,rice,2021-05-27,2021-09-12,3.0,1.87,rabi,5,71.27,27.92,19.98,60.83,1.79,78.82,28.39,19.54,29.56,219.21,0,891.36,0.3,-0.38,152.29,185.68,201.39,6.98,1.384,1.798,1.0,3,0,0
1520,Rajasthan,2022-09-17,26.6165,76.1396,sorghum,maize,2022-09-17,2023-02-03,2.89,6.2,kharif,9,0.0,40.6,32.1,30.0,1.81,0.0,40.27,32.71,0.0,0.0,4,1465.59,0.63,0.78,264.38,178.81,160.45,6.42,1.014,2.012,1.0,5,0,0
1521,Odisha,2021-06-05,21.1332,84.8392,rice,sorghum,2021-06-05,2021-11-01,4.35,1.77,kharif,6,63.13,32.12,22.3,89.1,2.16,49.68,32.23,21.74,55.05,135.98,5,947.7,0.26,0.06,303.03,195.29,87.94,6.11,0.978,1.954,1.0,5,0,0
1522,Haryana,2021-01-28,29.1106,75.838,rice,sorghum,2021-01-28,2021-05-12,4.57,5.62,rabi,1,0.0,28.32,19.01,88.71,2.33,0.0,28.03,18.97,0.0,0.0,4,885.32,0.14,-1.12,177.54,108.92,103.07,7.63,0.512,1.298,1.0,3,0,0
1523,West Bengal,2021-07-05,22.7116,88.9932,wheat,rice,2021-07-05,2021-11-28,2.94,0.94,zaid,7,5.78,24.96,20.63,78.17,2.89,6.85,25.21,19.73,6.55,9.04,1,1323.49,0.38,-1.6,203.95,117.21,133.95,7.88,0.809,1.517,1.0,4,1,0
1524,Assam,2021-11-06,25.9467,91.4932,rice,mustard,2021-11-06,2022-03-04,4.55,6.76,kharif,11,286.67,24.48,15.99,99.0,0.99,235.32,21.92,17.09,197.46,872.62,0,936.2,-0.36,0.37,146.92,131.97,148.01,5.9,1.202,1.423,1.0,5,0,1
1525,Tamil Nadu,2021-10-27,11.3235,78.5281,wheat,sorghum,2021-10-27,2022-03-06,4.58,0.76,kharif,10,103.96,26.53,17.97,84.0,2.89,81.87,27.79,18.48,105.08,289.88,2,1513.42,0.82,1.14,175.34,168.58,214.94,5.56,1.205,1.863,1.0,5,0,0
1526,West Bengal,2022-05-21,22.8269,88.3462,wheat,maize,2022-05-21,2022-10-31,3.75,3.5,kharif,5,106.99,32.34,22.36,75.39,2.36,98.72,32.19,22.38,98.1,224.8,7,1365.52,-0.31,0.97,307.21,98.61,105.01,6.24,0.566,1.703,1.0,3,0,0
1527,Punjab,2022-06-28,31.4076,76.3336,wheat,cotton,2022-06-28,2022-12-02,3.93,2.49,kharif,6,94.39,33.19,24.58,54.55,2.9,92.69,35.68,25.82,113.21,366.71,3,1247.21,-0.13,-0.42,298.87,159.86,186.58,5.76,1.323,2.151,1.0,1,0,0
1528,West Bengal,2021-10-07,22.0225,88.6079,maize,soybean,2021-10-07,2022-01-14,4.87,3.42,kharif,10,39.06,26.49,17.81,59.72,3.55,23.89,26.68,16.52,24.92,97.73,1,1216.37,-0.12,-0.71,213.77,75.59,94.34,5.87,0.586,1.279,1.0,1,0,0
1529,Gujarat,2021-10-16,22.7002,71.5303,maize,maize,2021-10-16,2022-02-15,4.45,2.55,rabi,10,26.94,31.54,26.3,54.94,1.65,29.85,32.2,27.73,15.19,40.87,3,858.17,0.74,0.98,254.05,199.45,151.58,7.02,0.451,2.017,1.0,2,0,0
1530,Haryana,2021-12-18,28.8609,76.0406,mustard,mustard,2021-12-18,2022-04-30,1.79,1.68,rabi,12,58.11,31.01,21.4,57.81,4.11,68.02,30.86,20.97,53.49,89.72,4,1073.07,-0.32,1.24,160.97,143.95,82.4,7.61,0.695,1.291,1.0,3,0,0
1531,Uttar Pradesh,2021-12-29,26.7904,81.5738,maize,soybean,2021-12-29,2022-04-20,5.02,5.43,rabi,12,92.01,41.31,31.28,63.49,1.62,71.32,40.54,30.39,71.54,210.89,11,1485.56,0.08,-0.85,329.17,99.09,172.16,5.54,0.966,2.001,1.0,4,0,0
1532,Kerala,2022-09-06,10.7913,75.9378,soybean,soybean,2022-09-06,2023-02-16,2.41,1.32,kharif,9,16.42,24.11,13.87,99.0,3.18,14.11,23.94,14.82,12.64,33.97,1,972.12,-0.32,-1.23,178.47,141.84,166.25,7.63,0.775,1.622,1.0,5,1,0
1533,Bihar,2022-02-16,25.4869,85.8246,rice,maize,2022-02-16,2022-07-13,4.26,4.41,kharif,2,110.6,30.22,22.78,59.62,4.26,121.71,31.19,21.29,128.27,429.97,1,1400.46,0.77,-0.52,212.48,196.63,110.76,7.07,1.008,1.733,1.0,3,0,0
1534,Punjab,2022-07-24,31.3867,75.8709,sorghum,mustard,2022-07-24,2022-10-30,1.73,5.25,kharif,7,24.22,30.62,23.57,59.72,2.05,27.07,30.97,25.28,26.66,53.23,3,810.73,0.2,-0.63,144.47,198.07,200.73,5.85,0.954,1.811,1.0,2,0,0
1535,Gujarat,2021-10-20,22.3896,71.4396,wheat,mustard,2021-10-20,2022-03-12,3.42,1.88,kharif,10,29.94,37.03,28.86,32.0,1.52,35.63,35.43,27.79,21.59,114.11,4,772.38,-1.32,1.21,337.79,75.73,80.23,7.51,0.476,1.646,1.0,2,0,0
1536,Uttar Pradesh,2021-05-08,26.745,80.6519,cotton,rice,2021-05-08,2021-11-01,3.33,3.78,kharif,5,83.13,28.78,18.28,64.74,3.21,52.01,30.13,19.18,76.04,267.97,4,1100.75,0.03,-0.32,162.58,132.81,103.91,6.17,1.125,1.331,1.0,3,0,0
1537,Uttar Pradesh,2022-07-06,26.7595,80.9218,maize,mustard,2022-07-06,2022-12-02,5.24,3.06,kharif,7,39.61,24.05,14.82,62.17,2.87,50.61,22.42,15.02,33.65,134.03,0,991.8,0.31,0.42,183.46,116.47,230.01,7.94,0.898,1.766,1.0,3,0,0
1538,Maharashtra,2021-05-10,18.3026,75.8766,wheat,soybean,2021-05-10,2021-10-23,4.21,0.86,kharif,5,110.71,31.45,19.79,75.56,0.36,135.23,32.92,21.18,98.43,183.71,0,1128.73,-0.29,-2.84,274.98,84.93,196.75,7.92,0.497,1.856,1.0,4,1,0
1539,Karnataka,2021-01-23,14.7749,75.7315,maize,wheat,2021-01-23,2021-05-03,4.56,3.14,zaid,1,38.73,30.49,22.27,87.55,3.18,38.57,28.35,20.39,24.87,70.09,7,844.3,1.22,1.44,333.64,155.39,210.4,7.87,0.722,2.331,1.0,4,0,0
1540,Rajasthan,2022-07-05,26.8138,75.6815,maize,mustard,2022-07-05,2022-10-31,4.11,5.9,kharif,7,3.97,38.59,33.32,31.46,2.55,4.46,38.36,32.87,4.76,11.64,5,1128.83,-1.05,0.93,211.17,72.5,203.78,6.47,1.06,1.625,1.0,5,0,0
1541,Bihar,2022-03-28,26.2766,85.43,maize,rice,2022-03-28,2022-08-26,3.76,2.68,kharif,3,15.06,39.44,30.05,65.52,3.58,9.58,40.33,30.19,10.87,28.24,5,1098.52,0.38,0.07,218.83,175.43,130.5,6.86,0.702,1.749,1.0,2,0,0
1542,Punjab,2021-08-26,30.9248,75.3643,rice,cotton,2021-08-26,2022-01-07,4.17,6.91,rabi,8,87.77,39.09,35.43,49.46,3.15,91.36,37.73,34.08,39.31,305.61,5,1580.3,0.5,-0.81,240.58,150.18,204.58,5.78,0.78,1.984,1.0,3,0,0
1543,Rajasthan,2022-06-18,27.4638,75.9963,maize,sorghum,2022-06-18,2022-11-20,4.98,1.06,rabi,6,0.0,35.89,24.92,30.0,1.67,0.0,37.33,25.27,0.0,0.0,5,1362.82,0.01,0.18,314.71,170.57,183.81,7.37,0.426,2.23,1.0,4,0,0
1544,Rajasthan,2021-03-25,26.1239,75.5651,maize,wheat,2021-03-25,2021-07-28,4.87,4.67,rabi,3,28.6,33.25,28.33,30.0,4.83,25.66,32.24,30.14,19.67,66.39,2,1381.36,0.85,-1.4,305.73,121.65,226.05,6.87,0.786,2.178,1.0,2,1,0
1545,Gujarat,2022-06-20,21.9612,71.9696,maize,mustard,2022-06-20,2022-11-01,4.25,3.99,rabi,6,0.0,32.93,25.94,30.0,1.97,0.0,31.59,26.47,0.0,0.0,2,2071.65,0.33,-1.22,171.89,96.08,178.03,7.85,1.331,1.487,1.0,5,1,0
1546,Rajasthan,2022-05-12,27.5037,76.3713,sorghum,mustard,2022-05-12,2022-10-21,2.78,3.28,kharif,5,55.74,34.2,28.05,42.76,4.34,45.23,34.58,26.25,54.72,144.64,5,1379.59,-0.37,1.31,151.44,123.36,153.98,6.83,1.12,1.429,1.0,1,0,0
1547,Kerala,2021-01-08,10.9039,76.7933,wheat,maize,2021-01-08,2021-05-04,3.22,1.36,kharif,1,54.06,20.55,12.22,94.29,5.55,39.4,20.6,11.77,26.62,199.13,0,1043.64,-0.38,-0.82,257.01,86.48,92.54,7.06,0.923,1.453,1.0,1,0,0
1548,Assam,2021-02-12,26.771,91.7221,wheat,soybean,2021-02-12,2021-08-08,2.31,1.96,kharif,2,0.66,30.75,24.62,99.0,3.26,0.76,31.05,23.82,0.62,1.17,0,872.87,-0.17,-0.31,315.83,103.96,141.88,7.69,1.011,1.872,1.0,3,0,0
1549,Bihar,2021-10-13,25.8808,84.8268,maize,maize,2021-10-13,2022-01-11,3.97,5.54,kharif,10,32.66,32.76,23.83,53.51,4.14,36.66,32.81,25.72,29.89,125.61,1,1216.96,-0.48,-0.49,264.65,199.2,200.41,5.92,0.673,2.214,1.0,2,0,0
1550,Assam,2021-12-23,26.1193,91.7465,soybean,maize,2021-12-23,2022-05-24,2.56,0.78,rabi,12,38.38,25.69,16.97,99.0,4.95,28.61,26.42,14.89,38.17,117.91,0,1273.28,-0.22,-0.75,165.4,122.35,237.91,5.69,0.735,1.752,1.0,0,0,0
1551,Uttar Pradesh,2021-01-05,26.8871,80.8555,mustard,soybean,2021-01-05,2021-05-05,1.95,3.92,kharif,1,63.38,27.03,17.03,69.88,6.38,74.85,28.03,16.97,66.17,211.33,0,781.0,0.46,0.8,250.48,191.57,136.24,7.16,0.993,1.928,1.0,1,0,0
1552,Karnataka,2021-12-06,15.4086,75.3376,wheat,sorghum,2021-12-06,2022-04-18,3.71,6.19,kharif,12,47.42,22.16,15.1,73.7,0.75,35.26,22.59,15.13,39.98,170.46,1,626.1,0.45,0.64,179.51,130.03,183.38,7.36,0.97,1.643,1.0,2,0,0
1553,Karnataka,2022-02-05,15.2553,75.7784,soybean,sorghum,2022-02-05,2022-05-17,3.06,2.53,kharif,2,78.83,24.7,16.69,69.58,3.57,77.84,24.33,18.53,68.23,186.35,0,737.59,-1.0,-0.36,211.34,142.56,182.66,6.3,0.757,1.789,1.0,2,0,0
1554,Tamil Nadu,2022-08-22,10.0408,77.3537,maize,wheat,2022-08-22,2023-01-07,4.61,6.83,kharif,8,103.16,26.57,19.12,79.55,4.21,63.55,27.71,18.64,65.95,248.96,1,735.38,0.46,-0.7,293.96,152.42,218.53,5.93,0.532,2.216,1.0,4,0,0
1555,Maharashtra,2022-06-29,18.8523,76.1555,cotton,cotton,2022-06-29,2022-09-28,3.69,1.16,kharif,6,0.0,31.21,21.14,61.5,0.93,0.0,29.78,19.6,0.0,0.0,2,867.01,-0.25,0.82,207.58,113.68,99.48,5.71,0.707,1.402,1.0,4,0,0
1556,Punjab,2021-03-03,30.8937,75.4458,wheat,maize,2021-03-03,2021-06-20,3.02,6.84,rabi,3,0.0,29.7,22.87,62.17,3.34,0.0,28.19,22.15,0.0,0.0,5,974.0,-0.08,-0.4,221.41,66.32,151.15,7.19,0.715,1.463,1.0,3,0,0
1557,Gujarat,2022-11-13,22.2717,71.9253,mustard,cotton,2022-11-13,2023-05-07,1.93,0.84,rabi,11,12.55,36.15,32.41,30.0,4.29,8.86,37.61,32.46,7.8,29.09,5,769.42,1.55,-0.5,348.93,132.69,136.34,6.09,0.421,2.06,1.0,2,0,0
1558,Uttar Pradesh,2022-10-28,26.2916,80.9522,sorghum,cotton,2022-10-28,2023-04-03,3.06,5.61,kharif,10,84.55,26.2,20.93,69.65,2.0,64.22,25.96,19.81,43.3,167.84,0,1112.86,-0.41,1.34,318.68,63.56,80.31,6.82,0.351,1.542,1.0,2,0,0
1559,Maharashtra,2022-02-05,19.4889,75.2392,maize,rice,2022-02-05,2022-05-19,4.97,1.47,kharif,2,62.12,26.21,17.63,87.8,1.31,38.37,25.64,16.83,33.02,118.6,3,1265.18,0.11,1.43,312.6,182.86,131.14,6.9,1.296,2.089,1.0,0,0,0
1560,Madhya Pradesh,2021-11-03,23.5342,78.0883,soybean,soybean,2021-11-03,2022-03-09,2.47,2.64,zaid,11,210.18,27.38,20.06,90.19,4.22,242.49,27.09,20.68,229.3,500.77,2,1056.21,0.38,-1.3,224.1,157.98,170.15,6.68,0.679,1.841,1.0,1,1,0
1561,Rajasthan,2022-02-10,27.7108,75.4145,rice,sorghum,2022-02-10,2022-06-05,4.85,3.99,rabi,2,20.36,40.46,36.02,37.78,2.73,24.66,40.87,35.39,11.41,59.03,7,1445.8,0.51,2.4,298.54,154.91,223.98,5.82,1.289,2.258,1.0,2,0,0
1562,Punjab,2022-12-09,31.9196,76.0464,cotton,mustard,2022-12-09,2023-06-05,2.35,2.97,zaid,12,0.0,30.06,24.74,31.55,3.72,0.0,29.95,25.1,0.0,0.0,2,1388.17,0.5,0.6,210.66,93.49,192.74,7.1,1.027,1.656,1.0,2,0,0
1563,West Bengal,2021-04-14,22.7279,88.9664,rice,mustard,2021-04-14,2021-09-04,4.05,1.27,rabi,4,202.17,22.63,14.02,99.0,3.86,243.62,21.1,13.67,164.07,659.12,0,1020.8,-0.4,-0.21,140.57,86.4,135.52,7.61,0.688,1.208,1.0,0,0,0
1564,Maharashtra,2021-04-20,18.5144,75.4589,sorghum,wheat,2021-04-20,2021-10-17,2.27,3.49,kharif,4,77.76,28.55,19.71,62.95,2.65,72.39,28.17,21.24,33.36,227.3,0,1018.35,-0.12,2.01,142.18,141.29,207.8,5.84,0.913,1.638,1.0,5,0,0
1565,Karnataka,2022-12-19,14.8065,75.1235,mustard,mustard,2022-12-19,2023-05-15,2.03,1.21,kharif,12,41.72,37.26,29.75,65.86,4.5,51.84,37.06,29.42,27.35,159.15,5,1564.9,0.36,0.95,274.64,111.79,95.56,7.45,1.124,1.607,1.0,0,0,0
1566,Karnataka,2021-12-31,15.1732,76.1788,wheat,cotton,2021-12-31,2022-05-07,3.23,3.33,kharif,12,49.67,30.31,23.5,70.35,3.62,41.22,31.44,23.18,54.53,96.18,1,1918.9,-0.23,-0.52,252.26,162.03,175.13,7.08,0.654,1.965,1.0,5,0,0
1567,Uttar Pradesh,2022-11-17,26.3806,81.0246,soybean,soybean,2022-11-17,2023-02-16,3.28,4.44,rabi,11,82.85,40.54,32.12,70.35,5.13,67.61,40.73,31.58,52.21,182.05,7,1204.53,0.69,-0.46,128.21,72.36,146.46,7.28,0.822,1.157,1.0,3,0,0
1568,Maharashtra,2021-11-25,18.3523,75.574,wheat,sorghum,2021-11-25,2022-04-21,3.16,3.98,rabi,11,216.7,26.1,20.31,54.25,4.12,217.68,25.3,21.03,200.13,379.2,0,1141.66,0.22,-1.34,210.65,91.07,105.11,5.91,0.599,1.356,1.0,4,1,0
1569,Maharashtra,2022-04-01,18.9655,75.1095,cotton,soybean,2022-04-01,2022-09-09,4.48,1.13,kharif,4,256.86,23.37,15.93,77.34,1.63,195.62,22.72,15.14,146.68,954.08,2,793.07,-0.38,-2.06,191.44,190.07,227.64,6.68,0.745,2.031,1.0,4,1,1
1570,West Bengal,2022-06-14,22.6587,88.4821,soybean,maize,2022-06-14,2022-10-16,2.75,2.49,rabi,6,108.13,32.51,25.26,89.06,2.85,137.23,32.71,25.92,116.49,323.74,1,1508.8,0.19,-1.87,136.12,60.64,213.92,6.46,0.887,1.369,1.0,2,1,0
1571,Uttar Pradesh,2022-07-08,26.4054,80.6661,maize,wheat,2022-07-08,2022-11-29,4.63,2.02,kharif,7,62.08,26.08,18.82,57.67,3.86,51.78,24.76,19.23,66.88,145.15,3,573.3,0.48,-0.8,202.18,136.2,199.06,6.64,0.53,1.791,1.0,2,0,0
1572,Rajasthan,2022-12-29,26.7578,75.8831,maize,cotton,2022-12-29,2023-05-11,4.18,3.88,kharif,12,38.31,31.02,24.12,33.5,3.04,28.65,31.71,25.07,27.04,136.21,1,785.3,-0.32,-0.25,173.21,124.41,185.64,5.51,1.217,1.611,1.0,3,0,0
1573,Gujarat,2022-04-02,21.7783,71.5714,maize,sorghum,2022-04-02,2022-09-10,4.74,5.4,kharif,4,64.97,29.97,23.27,36.41,1.07,77.03,29.07,24.17,33.75,106.51,3,915.25,0.8,-1.9,147.07,195.66,141.43,5.89,0.706,1.614,1.0,3,1,0
